0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
CR043,"Koro loke, biji, 
segar",DABM-1964,88.6,33,2.7,0.2,7.9,3.5,0.6,60.0,40.0,2.0,2.0,38.6,0.09,0.4,,0.0,40,0.1,0.0,0.2,0.0,95.0
CR044,"Koro roay, kering",KZGPI- 1990,13.0,344,12.5,2.1,69.4,7.5,3.0,70.0,103.0,4.4,18.0,294.3,0.72,2.7,,0.0,28,0.11,0.21,1.4,1.0,100.0
CR045,"Koro wedus, biji, 
kering",DABM-1964,11.8,338,22.2,1.5,61.0,5.8,3.5,88.0,395.0,3.5,43.0,403.8,1.30,9.1,0.0,0.0,,0.62,0.12,1.8,0.0,100.0
CR046,"Lamtoro biji, muda, 
segar",DABM-1964,77.4,85,5.7,0.3,15.4,10.8,1.2,180.0,53.0,2.7,35.0,485.7,0.02,1.4,,0.0,423,0.08,1.15,1.0,15.0,100.0
CR047,"Lamtoro biji, tua, 
segar",DABM-1964,61.4,148,10.6,0.5,26.2,17.0,1.3,155.0,59.0,2.2,28.0,628.5,0.03,2.4,,,416,0.23,0.49,2.8,20.0,100.0
CR048,"Lamtoro var. gung 
tanpa kulit",KZGPI- 1990,10.2,367,46.4,5.4,32.5,2.6,4.4,136.0,441.0,23.3,65.0,1462.3,0.07,5.6,,,18900,0.06,1.15,1.0,9.0,100.0
CR049,"Lamtoro var. lokal 
dengan kulit",KZGPI- 1990,13.5,336,23.8,1.2,59.7,15.4,1.8,867.0,321.0,1.5,134.0,1858.9,0.07,5.4,,,321,0.15,1.34,0.9,16.0,100.0
CR050,"Nangka, biji, segar",DABM-1964,57.7,165,4.2,0.1,36.7,1.8,1.3,33.0,200.0,1.0,69.0,179.0,0.12,0.2,0.0,0.0,,0.2,0.03,1.4,10.0,75.0
CR051,"Saga merah 
terkupas, kering",KZGPI- 1990,8.1,449,30.6,25.5,31.9,3.5,3.9,1062.0,161.0,14.2,66.0,1496.5,0.07,5.7,,,107,0.09,1.5,10.9,7.0,100.0
CR052,"Wijen, kering",DABM-1964,5.8,568,19.3,51.1,18.1,3.6,5.8,1125.0,614.0,9.5,18.0,303.7,4.16,7.9,,15.0,,0.93,0.2,5.7,0.0,100.0
CP002,"Kacang bogor, 
goreng",KZGPI-1990,3.0,479,12.7,23.2,58.9,1.2,2.2,135.0,184.0,2.9,,,,,,,,0.25,0.45,4.1,,35.0
CP003,"Kacang bogor, 
rebus",KZGPI-1990,61.2,161,7.7,2.8,27.1,2.0,1.2,56.0,134.0,1.4,,,,,,,,0.1,,,,35.0
CP004,"Kacang gude, 
rebus",KZGPI-1990,61.5,147,9.0,0.5,27.5,3.4,1.5,50.0,175.0,2.0,14.0,1126.0,0.80,2.7,,12.0,,0.1,0.07,13.2,,100.0
CP005,"kacang hijau, 
rebus",KZGPI-1990,71.3,109,8.7,0.5,18.3,1.5,1.2,95.0,149.0,1.5,447.0,657.8,1.40,2.8,,18.0,120,0.12,0.04,0.4,3.0,100.0
CP006,"Kacang kedelai, 
goreng",KZGPI-1990,9.6,521,32.2,37.7,22.9,7.6,3.7,296.0,800.0,6.5,3492.0,11890.0,26.30,60.0,,,20,0.4,1.9,19.0,,100.0
CP007,"Kacang kedelai, 
rebus",KZGPI-1990,56.8,189,20.2,8.2,12.7,1.6,2.1,91.0,270.0,3.9,181.0,615.0,1.30,3.7,,4.0,15,0.2,0.04,0.5,0.0,100.0
CP008,"Kacang merah 
kering, rebus",KZGPI- l990,59.6,158,10.3,0.9,28.2,2.6,1.0,160.0,149.0,3.7,6.0,311.0,0.27,1.5,,,,0.2,0.09,0.8,,100.0
CP009,"Kacang merah 
segar, rebus",KZGPI- l990,63.1,144,10.0,1.0,24.7,3.5,1.2,144.0,150.0,2.8,6.0,311.0,0.27,1.5,,0.0,,0.1,0.08,0.7,,100.0
CP010,"Kacang mete/biji 
jambu monyet, 
goreng",KZGPI- 1990,1.0,629,20.4,56.3,19.8,1.1,2.5,502.0,493.0,8.0,13.0,641.7,4.70,5.4,,5.0,,0.37,0.22,1.8,,100.0
CP011,"Kacang tanah 
rebus dg kulit",DABM-1964,40.2,360,13.5,31.2,12.8,,2.3,42.0,177.0,1.4,32.0,483.0,1.60,2.0,0.0,,,0.44,0.13,9.0,5.0,43.0
CP012,"Kacang tanah, 
goreng",KZGPI- l990,2.5,564,25.5,44.4,25.5,2.8,2.8,106.0,390.0,4.1,,,,,,,,0.4,,,,100.0
CP013,"Kacang tanah, 
rebus",KZGPI- l990,62.1,220,10.6,18.0,8.0,1.0,1.3,89.0,273.0,1.9,36.0,536.2,1.78,2.2,,,,0.1,,,0.0,100.0
CP014,"Kacang tolo, rebus",KZGPI- l990,64.4,138,10.7,1.1,22.6,0.9,1.2,165.0,172.0,4.0,13.0,6.7,0.80,6.1,,,,0.01,0.17,3.2,,100.0
CP015,"Ampas kacang 
hijau",KZGPI- 1990,70.6,96,3.7,0.6,19.1,2.7,0.6,133.0,150.0,1.3,,,,,,,,0.05,,,,100.0
CP016,"Ampas tahu, 
mentah",KZGPI- 1990,84.1,67,5.0,2.1,8.1,4.1,0.6,460.0,88.0,1.0,8.0,184.5,0.17,0.5,,0.0,,0.06,0.02,0.1,,100.0
CP017,Ampas tahu kukus,KZGPI- 1990,82.5,75,4.1,2.1,10.7,5.1,0.6,203.0,60.0,1.3,,,,,,0.0,,0.07,,,,100.0
CP018,"Ampas tahu, 
kering",DABM-1964,9.0,414,26.6,18.3,41.3,0.0,5.8,19.0,29.0,4.0,45.0,1055.7,0.99,2.8,0.0,24.0,,0.2,0.1,0.5,0.0,100.0
CP019,"Pepea oncom 
ampas tahu",KZGPI- 1990,80.9,76,5.2,1.8,10.6,2.2,1.5,215.0,66.0,12.5,,,,,,,268,0.11,,,,100.0
CP020,Bungkil biji karet,DABM-1964,12.0,210,30.0,10.0,10.0,,29.4,102.0,660.0,12.0,,,,,0.0,,,0.1,,,0.0,100.0
CP021,"Bungkil kacang 
tanah",DABM-1964,15.0,365,45.0,13.0,17.0,,33.1,730.0,470.0,30.7,,,,,0.0,,,0.04,,,,100.0
CP022,Bungkil kelapa,DABM-1964,10.0,367,23.0,15.0,35.0,,38.0,137.0,433.0,41.5,,,,,0.0,,,0.0,0.46,8.9,,100.0
CP023,Dodol banjarmasin,KZGMI-2001,17.3,368,2.6,8.6,70.0,0.5,1.5,51.0,180.0,3.3,48.0,96.0,0.40,2.6,0.0,0.0,0,0.04,0.07,2.3,0.0,100.0
CP024,"Emping (kerupuk 
melinjo)",DABM-1964,15.0,300,12.0,1.5,61.0,,28.0,100.0,400.0,5.0,,,,,,,,0.2,,,0.0,100.0
CP025,Emping komak,KZGMI-2001,14.2,355,17.8,4.6,60.7,,2.7,87.0,304.0,4.3,24.0,1233.0,1.00,2.3,,0.0,,,,0.6,,100.0
CP026,"Enting-enting 
gepuk hello kity",KZGPI- 1990,2.4,538,13.6,30.3,52.6,0.2,1.0,81.0,248.0,1.6,,,,,0.0,,202,1.0,,,0.0,100.0
CP027,"Enting-enting 
gepuk kacang 
tanah",KZGPI- 1990,4.2,524,13.3,29.2,52.0,0.2,1.4,76.0,248.0,1.4,,,,,0.0,,272,0.62,,,0.0,100.0
CP028,Enting-enting wijen,KZGPI- 1990,3.7,565,18.2,38.4,36.8,1.9,3.0,251.0,502.0,10.9,,,,,0.0,,240,0.92,,,0.0,100.0
CP029,Geplak,KZGMI-2001,29.6,350,1.4,14.4,53.6,1.8,1.0,151.0,43.0,2.1,,,,,0.0,,120,0.12,0.02,0.8,0.0,100.0
CP030,Geplak jahe,KZGMI-2001,12.4,462,3.1,24.4,57.7,3.3,2.5,212.0,161.0,6.6,,,,,0.0,,272,0.12,0.0,0.1,0.0,100.0
CP031,Kacang atom,KZGPI- 1990,3.1,533,27.8,38.1,28.8,2.5,2.2,87.0,423.0,3.0,,,,,,,0,0.06,,,0.0,100.0
CP032,Kacang goyang,KZGMI-2001,8.3,516,14.7,31.1,44.4,,1.5,34.0,230.0,0.7,2.0,365.0,0.60,1.7,,,,,,,,100.0
CP033,Kacang negara,KZGMI-2001,3.1,480,18.4,19.1,58.5,11.7,0.9,34.0,404.0,10.3,1010.0,385.0,2.50,7.1,,,,0.63,0.05,2.6,,100.0
CP034,Kacang sukro,KZGPI- 1990,4.7,484,8.8,26.1,57.7,1.8,2.7,49.0,194.0,2.5,,,,,,,0,0.06,,,0.0,100.0
CP035,Kacang tanah sari,KZGPI- 1990,2.1,561,25.5,43.8,26.0,2.2,2.6,50.0,324.0,3.1,,,,,,,0,0.08,,,0.0,100.0
CP036,"Keju kacang tanah 
(peanut butter)",DABM-1964,3.0,590,27.0,49.0,20.9,1.6,0.1,60.0,360.0,2.0,355.0,492.4,0.57,2.7,0.0,0.0,,0.3,0.2,16.2,0.0,100.0
CP037,Kembang tahu,KZGPI- 1990,10.8,380,48.9,13.8,23.3,0.0,3.2,378.0,781.0,2.1,55.0,455.3,0.68,4.2,,0.0,,0.15,0.08,0.7,,100.0
CP038,"Kembang tahu 
rebus",KZGPI- 1990,79.8,90,10.7,4.0,4.7,,0.8,85.0,,,,,,,,,,,,,,100.0
CP039,Keripik oncom,KZGPI- 1990,3.0,598,8.3,43.8,42.6,3.3,2.2,85.0,153.0,27.0,,,,,,,1608,1.13,,,0.0,100.0
CP040,Keripik tempe,KZGPI- 1990,3.3,581,12.1,40.6,41.7,2.2,2.3,237.0,116.0,6.9,,,,,,,320,0.35,,,0.0,100.0
CP041,"Keripik tempe 
abadi besar",KZGPI- 1990,4.5,556,15.8,37.1,39.8,3.5,2.8,112.0,215.0,5.4,,,,,,,0,0.63,,,0.0,100.0
CP042,"Keripik tempe 
abadi murni",KZGPI- 1990,3.2,542,40.3,42.4,11.6,2.2,2.7,175.0,529.0,5.2,,,,,,,50,0.1,,,0.0,100.0
CP043,"Keripik tempe 
abadi sedang",KZGPI- 1990,4.4,510,12.3,27.9,52.4,3.6,3.1,122.0,211.0,8.4,,,,,,,0,0.52,,,0.0,100.0
CP044,"Keripik tempe 
abadi telur",KZGPI- 1990,4.5,529,20.8,31.7,40.2,3.0,2.9,124.0,222.0,5.4,,,,,,,0,0.86,,,0.0,100.0
CP045,"Kerupik tempe 
abadi prima",KZGPI- 1990,4.8,540,16.7,33.9,42.0,2.2,2.6,92.0,184.0,3.2,,,,,,,1080,0.38,,,0.0,100.0
CP046,Kwaci,DABM-1964,9.9,515,30.6,42.1,13.8,13.6,3.7,54.0,312.0,6.2,124.0,448.6,0.65,9.7,0.0,,,0.02,0.19,0.3,0.0,35.0
CP047,"Melinjo emping 
tebal goreng manis",KZGPI- 1990,5.6,439,10.0,16.4,65.7,,2.3,66.0,225.0,,,,,,,,0,0.1,,,0.0,100.0
CP048,"Melinjo emping 
tebal, goreng asin",KZGPI- 1990,8.0,431,11.1,16.2,63.0,,1.6,77.0,,,,,,,,,0,0.08,,,0.0,100.0
CP049,"Melinjo emping 
tipis goreng",KZGPI- 1990,3.3,485,11.5,24.5,59.1,,1.5,85.0,218.0,,,,,,,,0,0.11,,,0.0,100.0
CP050,Moon tahu,KZGMS-1993,79.9,128,8.0,10.0,1.3,0.2,0.8,205.0,92.0,2.5,393.0,,,,131.0,,5300,0.46,,,0.0,100.0
CP051,Oncom,DABM-1964,57.0,187,13.0,6.0,22.6,,1.4,96.0,115.0,27.0,,,,,0.0,,,0.09,0.0,1.6,0.0,100.0
CP052,"Oncom ampas 
kacang hijau",KZGPI- 1990,13.4,376,14.9,6.0,65.7,12.3,1.7,199.0,110.0,10.9,,,,,,,,0.03,,,,100.0
CP053,"Oncom kacang 
hijau + singkong",KZGPI- 1990,16.5,351,11.0,5.3,65.9,9.0,1.3,164.0,113.0,7.8,,,,,,,,0.01,,,,100.0
CP054,"Oncom kacang 
tanah pepes",KZGPI- 1990,65.0,132,12.7,3.8,13.7,3.1,4.8,133.0,355.0,34.4,,,,,,,10,0.08,0.2,0.7,0.0,100.0
CP055,"Rempeyek kacang 
tanah",KZGPI- 1990,3.9,513,17.5,32.5,44.3,1.7,1.8,65.0,202.0,2.6,,,,,,,0,0.1,,,0.0,100.0
CP056,"Rempeyek kacang 
tolo",KZGPI- 1990,6.1,451,11.2,20.2,59.7,1.8,2.8,156.0,221.0,4.6,,,,,,,0,0.02,,,0.0,100.0
CP057,"Rempeyek kacang 
uci",KZGPI- 1990,4.0,497,17.0,27.6,50.8,2.4,3.4,166.0,89.0,6.7,,,,,,,0,0.05,,,0.0,100.0
CP058,Sayur lebui,KZGMI-2001,83.9,64,2.1,0.6,12.5,5.7,0.9,21.0,2.0,1.0,124.0,146.0,0.20,0.7,,14.0,,,0.0,0.1,,100.0
CP059,"Saridele, bubuk",DABM-1964,3.0,344,30.0,20.0,43.0,6.2,4.0,450.0,500.0,4.0,56.0,2572.3,2.99,4.0,,0.0,2000,0.7,0.16,2.0,10.0,100.0
CP060,Susu kedelai,DABM-1964,87.0,41,3.5,2.5,5.0,0.2,2.0,50.0,45.0,0.7,128.0,287.9,"0.12 
1.0",,,,200,0.08,0.05,0.7,2.0,100.0
CP061,"Tahu, mentah",KZGPI- 1990,82.2,80,10.9,4.7,0.8,0.1,1.4,223.0,183.0,3.4,2.0,50.6,"0.19 
0.8",,,118.0,,0.01,0.08,0.1,,100.0
CP062,Tahu goreng,KZGPI- 1990,77.3,115,9.7,8.5,2.5,0.1,2.0,229.0,200.0,4.1,7.0,68.2,0.09,1.3,,0.0,0,0.01,0.24,0.0,0.0,100.0
CP063,Tahu telur,KZGMS-1993,41.8,328,12.6,19.9,24.6,0.4,1.1,492.0,238.0,4.9,755.0,,,,73.0,,1860,0.42,,,0.0,100.0
CP064,Takwa,KZGPI- 1990,72.2,148,13.8,8.5,4.0,0.0,1.6,140.0,214.0,8.5,3.0,79.0,0.30,1.3,,,920,0.2,0.1,0.8,,100.0
CP065,Tauco,KZGPI- 1990,54.0,184,11.4,5.5,22.2,1.9,6.9,72.0,463.0,6.0,1766.0,233.0,0.39,1.0,,0.0,664,0.32,0.2,0.8,0.0,100.0
CP066,"Tauco cap 
beruang, cake",KZGPI- 1990,11.4,347,7.4,5.2,67.6,3.2,8.4,63.0,106.0,6.2,,,,,,,936,0.35,,,0.0,100.0
CP067,"Tauco cap DAS, 
cake",KZGPI- 1990,10.2,358,7.5,4.3,70.4,3.1,7.6,94.0,94.0,4.5,,,,,,,504,0.29,,,0.0,100.0
CP068,Tauco cap meong,KZGPI- 1990,59.7,159,7.4,4.9,21.3,1.6,6.7,183.0,84.0,10.1,1547.0,204.1,0.34,0.9,,0.0,472,0.46,0.18,0.7,0.0,100.0
CP069,Tauji cap singa,KZGPI- 1990,30.4,277,9.1,4.7,49.6,1.2,6.2,68.0,106.0,3.0,,,,,,,936,0.15,,,0.0,100.0
CP070,Tempe bongkrek,DABM-1964,70.0,88,10.0,4.0,3.0,,146.3,27.0,100.0,2.6,,,,,0.0,,,0.08,,,0.0,100.0
CP071,"Tempe gembus 
P3G",KZGPI- 1990,81.9,73,5.7,1.3,10.3,4.2,0.8,204.0,80.0,1.5,,,,,,,22,0.09,0.1,0.9,,100.0
CP072,"Tempe gembus 
yogya",KZGPI- 1990,80.7,76,6.8,0.7,10.6,5.3,1.1,76.0,142.0,16.5,,,,,,,,0.79,0.01,0.1,,100.0
CP073,"Tempe kacang 
babi",KZGPI- 1990,64.0,139,12.5,0.8,21.9,1.8,1.2,68.0,182.0,2.6,,,,,,,20,0.1,,,,100.0
CP074,"Tempe kacang 
belimbing",KZGPI- 1990,58.2,212,17.5,10.0,12.9,2.9,1.4,186.0,160.0,2.2,,,,,,,,0.2,,,,100.0
CP075,"Tempe kedelai + 
jagung",KZGPI- 1990,70.6,143,12.0,5.5,11.4,1.9,0.6,155.0,156.0,6.8,,,,,,,1320,0.33,0.15,1.2,,100.0
CP076,"Tempe kedelai 
murni, goreng",KZGPI- 1990,36.8,350,24.5,26.6,10.4,4.2,1.8,202.0,296.0,4.9,22.0,626.7,0.80,2.5,,,78,0.24,0.6,3.3,0.0,100.0
CP077,"Tempe kedelai 
murni, mentah",KZGPI- 1990,55.3,201,20.8,8.8,13.5,1.4,1.6,155.0,326.0,4.0,9.0,234.0,0.57,1.7,,0.0,,0.19,0.59,4.9,,100.0
CP078,"Tempe koro 
benguk",DABM-1964,64.0,141,10.2,1.3,23.2,,1.3,42.0,15.0,2.6,,,,,0.0,,,0.09,,,0.0,100.0
CP079,Tempe lamtoro,KZGPI- 1990,66.8,128,10.7,0.5,21.3,7.1,0.7,203.0,108.0,0.6,,,,,,,121,0.17,,,2.0,100.0
CP080,"Tempe lamtoro 
var. gung dengan 
kulit",KZGPI- 1990,65.1,146,11.7,2.3,19.6,7.6,1.3,128.0,41.0,6.8,,,,,,,1370,0.19,,1.4,,100.0
CP081,"Tempe lamtoro 
var. gung tanpa 
kulit",KZGPI- 1990,67.1,131,18.0,0.8,13.0,1.3,1.1,95.0,154.0,12.4,,,,,,,5900,0.2,0.02,2.6,,100.0
CP082,Tempe pasar,KZGPI- 1990,68.3,150,14.0,7.7,9.1,1.4,0.9,517.0,202.0,1.5,7.0,165.9,0.40,1.2,,0.0,,0.17,0.44,3.6,,100.0
CP083,"Tempe pasar 
goreng",KZGPI- 1990,42.9,336,20.0,28.0,7.8,3.4,1.3,156.0,350.0,3.0,20.0,566.2,0.80,2.2,,,10,0.1,0.5,3.0,0.0,100.0
CP084,"Tepung hunkwe 
(pati kacang ijo)",DABM-1964,10.0,364,4.5,1.0,83.5,16.1,1.0,50.0,100.0,1.0,15.0,1232.9,0.93,2.7,0.0,,,0.0,0.23,2.2,0.0,100.0
CP085,Tepung Jalejo,BKP,10.0,388,19.0,7.5,61.2,5.8,2.3,101.0,663.0,2.0,3.0,712.0,0.60,1.9,,1000.0,0,0.02,0.7,1.6,9.0,100.0
CP086,"Tepung kacang 
kedelai",DABM-1964,9.0,347,35.9,20.6,29.9,5.8,4.0,195.0,544.0,8.4,52.0,2522.6,4303.45,2.6,,0.0,140,0.77,0.32,2.1,0.0,100.0
DR001,"Akar tonjong, 
segar",KZGPI-1990,86.7,45,1.1,0.4,10.8,1.2,1.0,72.0,125.0,1.3,96.4,1147.1,0.02,0.2,0.0,83.0,90,0.02,0.03,1.9,2.0,100.0
DR002,"Ale,toge, segar",KZGPI-1990,90.6,37,4.4,0.5,3.8,1.7,0.7,50.0,248.0,2.0,2.3,105.0,0.16,0.4,0.0,0.0,35,0.02,0.09,0.6,46.0,90.0
DR003,"Andaliman, segar",KZGPI-1990,74.2,99,4.6,1.0,18.0,8.5,2.2,383.0,107.0,2.9,,,,,0.0,,6300,3.0,,,15.0,100.0
DR004,"Andewi, segar",DABM-1964,91.8,226,1.6,0.2,5.3,4.1,1.1,33.0,66.0,1.0,29.0,414.6,0.13,1.0,,1717.0,,0.14,0.09,0.5,10.0,80.0
DR005,"Bakung, segar",KZGMI-2001,92.5,27,2.0,0.2,4.2,3.8,1.1,19.0,20.0,0.5,37.0,340.0,0.20,0.3,,1080.0,,0.2,0.1,0.3,42.0,100.0
DR006,"Baligo, segar",DABM-1964,96.1,15,0.4,0.2,3.0,0.4,0.3,19.0,19.0,0.4,1.7,131.1,0.02,0.6,,0.0,,0.04,0.02,0.3,13.0,69.0
DR007,"Bawang bombay, 
segar",DABM-1964,87.5,43,1.4,0.2,10.3,2.0,0.6,32.0,44.0,0.5,12.2,9.6,0.10,0.3,,788.0,50,0.03,0.21,0.4,9.0,94.0
DR008,"Bayam, segar",KZGPI-1990,94.5,16,0.9,0.4,2.9,0.7,1.3,166.0,76.0,3.5,15.8,456.4,0.13,0.4,,2699.0,2293,0.04,0.1,1.0,41.0,71.0
DR009,"Bayam merah, 
segar",KZGMI-2001,88.5,41,2.2,0.8,6.3,2.2,2.2,520.0,80.0,7.0,20.0,60.0,0.20,0.8,0.0,7325.0,,0.2,0.1,0.1,62.0,71.0
DR010,"Bit, segar",DABM-1964,87.6,41,1.6,0.1,9.6,2.6,1.1,27.0,43.0,1.0,28.5,404.9,0.20,0.7,,0.0,20,0.02,0.05,0.3,10.0,75.0
DR011,Buah kelor,KZGMI-2001,89.5,38,1.5,0.2,7.5,3.2,1.3,30.0,54.0,0.0,48.0,216.0,0.00,0.2,,31.0,,0.1,0.1,4.1,25.0,65.0
DR012,Buah merah,KZGMI-2001,81.2,87,2.6,2.7,13.1,4.0,0.4,30.0,1.0,1.1,110.0,140.0,0.10,0.3,0.0,0.0,,1.5,0.1,0.2,15.0,100.0
DR013,"Buncis, segar",KZGPI-1990,89.6,34,2.4,0.3,7.2,1.9,0.5,101.0,42.0,0.7,8.0,250.0,0.07,0.3,0.0,772.0,550,0.05,0.4,2.8,11.0,90.0
DR014,"Bunga pepaya, 
segar",KZGPI-1990,87.3,45,2.6,0.3,8.1,1.6,1.7,290.0,113.0,4.2,2.3,478.3,0.08,0.8,,2792.0,5,0.01,0.28,1.0,23.0,100.0
DR015,"Bunga turi, segar",BKP,90.4,42,2.0,1.1,6.1,3.3,0.4,28.0,23.0,0.8,28.6,97.4,0.10,0.6,,1200.0,0,0.5,0.02,0.4,1.0,96.1
DR016,"Caisin, segar",KZGPI-1990,93.6,20,1.7,0.4,3.4,1.2,0.9,123.0,40.0,1.9,18.0,358.2,0.05,1.4,,1675.0,4188,0.04,0.19,0.6,3.0,100.0
DR017,"Daun bangun-
bangun, segar",KZGPI-1990,92.5,27,1.3,0.6,4.0,1.0,1.6,279.0,40.0,13.6,3.6,144.0,,,,1489.0,13288,0.16,0.1,0.0,5.0,66.0
DR018,"Daun bawang  
merah, segar",KZGMI-2001,89.1,41,2.0,0.3,7.8,2.1,0.8,60.0,40.0,2.3,30.0,90.0,0.10,0.3,0.0,218.0,,0.1,0.1,0.2,11.0,67.0
DR019,"Daun bebuas, 
segar",KZGPI-1990,87.9,41,2.7,1.0,7.3,2.1,1.1,29.0,245.0,1.5,,,,,0.0,,3099,0.01,,,3.0,49.0
DR020,"Daun belem, segar",KZGPI-1990,84.6,50,4.4,1.4,7.8,1.9,1.8,698.0,151.0,7.5,,,,,0.0,,13072,0.05,,,21.0,81.0
DR021,"Daun bluntas, 
segar",DABM-1964,86.0,44,1.8,0.5,9.4,,2.3,256.0,49.0,5.6,,,,,,,3980,0.02,,,30.0,65.0
DR022,"Daun gandaria, 
segar",DABM-1964,81.0,63,3.1,0.3,14.0,2.1,1.6,40.0,45.0,4.7,3.0,127.7,,,,503.0,600,0.04,0.04,0.2,61.0,65.0
DR023,"Daun gedi besar, 
segar",KZGMI-2001,84.0,58,2.9,0.7,10.0,3.3,2.4,440.0,100.0,1.9,30.0,40.0,0.20,2.1,,596.0,,0.4,0.5,2.8,11.0,65.0
DR024,"Daun gedi kecil, 
segar",KZGMI-2001,83.7,61,3.2,0.7,10.4,3.4,2.0,420.0,70.0,1.7,20.0,50.0,0.10,1.4,,607.0,,0.4,0.3,2.9,11.0,65.0
DR025,"Daun gelang, 
segar",KZGPI-1990,90.3,30,1.3,0.7,5.8,1.3,1.9,350.0,210.0,11.9,4.7,333.3,0.31,1.2,0.0,4701.0,1954,0.01,0.14,0.7,1.0,52.0
DR026,"Daun gunda bali, 
segar",KZGPI-1990,86.4,50,4.6,0.9,7.0,1.4,1.1,167.0,62.0,0.5,,,,,0.0,,6571,0.05,,,20.0,49.0
DR027,"Daun gunda 
serang, segar",KZGPI-1990,84.6,62,4.2,0.9,9.2,1.3,1.1,171.0,64.0,0.6,,,,,0.0,,7347,0.02,,,20.0,47.0
DR028,"Daun jambu mete 
muda, segar",DABM-1964,78.0,78,4.6,0.5,16.2,3.0,0.7,33.0,64.0,8.9,13.9,670.5,,,,4484.0,2689,0.02,1.12,1.1,65.0,65.0
DR029,"Daun jampang, 
segar",KZGPI-1990,88.9,34,3.8,0.5,5.3,1.4,1.5,21.0,245.0,1.0,,,,,0.0,,4357,0.03,,,3.0,47.0
DR030,"Daun jawaw 
seluang, segar",KZGMI-2001,77.2,93,5.0,1.3,15.3,3.9,1.2,146.0,103.0,5.3,2.0,434.0,0.50,1.5,,,,0.1,0.7,,9.0,
DR031,"Daun jonghe, 
segar",KZGPI-1990,91.4,27,2.1,0.7,4.4,2.0,1.4,253.0,192.0,9.5,,,,,0.0,,5057,0.01,,,1.0,45.0
DR032,"Daun kacang ma, 
segar",KZGPI-1990,89.1,36,2.9,0.6,6.8,1.8,0.6,64.0,220.0,2.2,7.0,485.3,0.20,0.3,,2893.0,4377,0.04,0.18,1.2,4.0,33.0
DR033,"Daun kacang 
panjang, segar",KZGPI-1990,89.7,30,3.1,0.3,5.8,1.7,1.1,200.0,66.0,4.5,7.0,458.6,0.20,0.3,0.0,2734.0,4592,0.33,0.2,1.1,30.0,65.0
DR034,"Daun 
kasbi/singkong 
karet, segar",KZGMI-2001,80.3,92,4.0,3.6,10.9,5.8,1.2,140.0,70.0,1.6,70.0,90.0,0.30,1.1,,9999.0,,0.1,0.2,0.1,74.0,87.0
DR035,"Daun katuk, segar",KZGPI-1990,81.0,59,6.4,1.0,9.9,1.5,1.7,233.0,98.0,3.5,20.7,478.8,0.30,1.3,,9152.0,10020,0.0,0.31,2.3,164.0,40.0
DR036,"Daun kecipir, 
segar",DABM-1964,85.0,52,5.0,0.5,8.5,,1.0,134.0,81.0,6.2,5.8,114.0,0.30,0.8,,3981.0,5240,0.28,0.4,2.2,29.0,70.0
DR037,"Daun kedondong, 
segar",DABM-1964,81.0,59,3.5,0.3,13.4,10.7,1.8,540.0,82.0,6.2,12.1,579.0,,,,1624.0,2900,0.06,0.2,1.5,29.0,65.0
DR038,"Daun kelor, segar",KZGMI-2001,75.5,92,5.1,1.6,14.3,8.2,3.5,1077.0,76.0,6.0,61.0,298.0,0.10,0.6,,3266.0,,0.3,0.1,4.2,22.0,65.0
DR039,"Daun kemang, 
segar",DABM-1964,85.0,43,5.5,0.3,7.5,8.4,1.7,35.0,106.0,1.0,9.5,457.1,,,,1282.0,1017,0.06,0.1,1.2,30.0,65.0
DR040,"Daun kenikir, 
segar",BKP,87.6,45,3.7,0.5,6.6,5.8,1.7,328.0,65.0,2.7,6.1,431.0,0.10,0.6,,30200.0,12,0.5,0.3,4.5,0.0,36.3
DR041,"Daun kesum, 
segar",KZGPI-1990,84.8,48,4.5,0.8,9.1,1.6,0.8,125.0,142.0,2.6,10.8,174.7,0.40,1.2,0.0,4216.0,8715,0.01,0.1,1.6,4.0,53.0
DR042,"Daun kol sawi, 
segar",KZGPI-1990,93.1,22,2.1,0.5,3.6,0.9,0.7,200.0,92.0,3.2,19.4,386.2,0.10,0.2,0.0,1806.0,2177,0.03,0.2,0.6,3.0,87.0
DR043,"Daun koro, segar",DABM-1964,91.0,23,3.0,0.3,3.7,,2.0,134.0,81.0,6.2,3.5,68.4,0.20,0.5,,2386.0,5240,0.28,0.2,1.3,29.0,65.0
DR044,"Daun kubis, segar",KZGMI-2001,86.2,51,2.5,1.1,8.0,3.4,2.2,100.0,50.0,3.4,50.0,100.0,0.90,0.6,,9999.0,,0.4,0.1,0.2,16.0,75.0
DR045,"Daun kumak, 
segar",KZGPI-1990,95.2,14,1.3,0.3,2.3,0.9,0.9,90.0,59.0,2.7,1.9,36.5,0.10,0.3,,1274.0,2961,0.01,0.0,0.5,3.0,78.0
DR046,"Daun labu siam, 
segar",DABM-1964,89.7,34,4.0,0.4,4.7,3.5,1.2,58.0,70.0,2.5,15.9,630.7,0.20,0.3,,4773.0,2025,0.08,0.4,1.7,16.0,100.0
DR047,"Daun labu 
waluh/kuning, 
segar",DABM-1964,89.7,34,3.6,0.6,4.5,2.9,1.6,138.0,99.0,3.7,15.9,630.7,0.20,0.3,,1258.0,2750,0.14,0.2,1.3,36.0,70.0
